Fecha,CodigoFecha,SBS
10Nov04,2050,3.308
11Nov04,2051,3.313
12Nov04,2052,3.307
15Nov04,2053,3.306
16Nov04,2054,3.303
17Nov04,2055,3.306
18Nov04,2056,3.311
19Nov04,2057,3.311
22Nov04,2058,3.316
23Nov04,2059,3.316
24Nov04,2060,3.314
25Nov04,2061,3.309
26Nov04,2062,3.308
29Nov04,2063,3.306
30Nov04,2064,3.306
01Dic04,2065,3.303
02Dic04,2066,3.302
03Dic04,2067,3.299
06Dic04,2068,3.297
07Dic04,2069,3.299
08Dic04,2070,2.6
09Dic04,2071,3.301
10Dic04,2072,3.295
13Dic04,2073,3.286
14Dic04,2074,3.275
15Dic04,2075,3.263
16Dic04,2076,3.268
17Dic04,2077,3.27
20Dic04,2078,3.269
21Dic04,2079,3.264
22Dic04,2080,3.269
23Dic04,2081,3.268
24Dic04,2082,3.269
27Dic04,2083,3.271
28Dic04,2084,3.279
29Dic04,2085,3.288
30Dic04,2086,3.282
31Dic04,2087,3.283
03Ene05,2088,3.287
04Ene05,2089,3.279
05Ene05,2090,3.274
06Ene05,2091,3.276
07Ene05,2092,3.277
10Ene05,2093,3.275
11Ene05,2094,3.273
12Ene05,2095,3.268
13Ene05,2096,3.265
14Ene05,2097,3.264
17Ene05,2098,3.259
18Ene05,2099,3.264
19Ene05,2100,3.264
20Ene05,2101,3.27
21Ene05,2102,3.267
24Ene05,2103,3.27
25Ene05,2104,3.27
26Ene05,2105,3.265
27Ene05,2106,3.261
28Ene05,2107,3.259
31Ene05,2108,3.264
01Feb05,2109,3.263
02Feb05,2110,3.261
03Feb05,2111,3.26
04Feb05,2112,3.258
07Feb05,2113,3.264
08Feb05,2114,3.262
09Feb05,2115,3.259
10Feb05,2116,3.26
11Feb05,2117,3.259
14Feb05,2118,3.259
15Feb05,2119,3.26
16Feb05,2120,3.259
17Feb05,2121,3.259
18Feb05,2122,3.262
21Feb05,2123,3.259
22Feb05,2124,3.257
23Feb05,2125,3.258
24Feb05,2126,3.257
25Feb05,2127,3.258
28Feb05,2128,3.259
01Mar05,2129,3.259
02Mar05,2130,3.261
03Mar05,2131,3.262
04Mar05,2132,3.259
07Mar05,2133,3.26
08Mar05,2134,3.259
09Mar05,2135,3.259
10Mar05,2136,3.259
11Mar05,2137,3.258
14Mar05,2138,3.257
15Mar05,2139,3.258
16Mar05,2140,3.263
17Mar05,2141,3.259
18Mar05,2142,3.261
21Mar05,2143,3.26
22Mar05,2144,3.26
23Mar05,2145,3.262
24Mar05,2146,2.6
25Mar05,2147,2.6
28Mar05,2148,3.262
29Mar05,2149,3.262
30Mar05,2150,3.262
31Mar05,2151,3.263
01Abr05,2152,3.26
04Abr05,2153,2.6
05Abr05,2154,3.261
06Abr05,2155,3.26
07Abr05,2156,3.259
08Abr05,2157,3.26
11Abr05,2158,3.261
12Abr05,2159,3.262
13Abr05,2160,3.259
14Abr05,2161,3.258
15Abr05,2162,3.26
18Abr05,2163,3.259
19Abr05,2164,3.258
20Abr05,2165,3.258
21Abr05,2166,3.257
22Abr05,2167,3.257
25Abr05,2168,3.256
26Abr05,2169,3.256
27Abr05,2170,3.258
28Abr05,2171,3.259
29Abr05,2172,3.259
02May05,2173,2.6
03May05,2174,3.256
04May05,2175,3.258
05May05,2176,3.258
06May05,2177,3.257
09May05,2178,3.257
10May05,2179,3.256
11May05,2180,3.256
12May05,2181,3.255
13May05,2182,3.255
16May05,2183,3.255
17May05,2184,3.255
18May05,2185,3.256
19May05,2186,3.255
20May05,2187,3.255
23May05,2188,3.255
24May05,2189,3.256
25May05,2190,3.255
26May05,2191,3.255
27May05,2192,3.255
30May05,2193,3.256
31May05,2194,3.255
01Jun05,2195,3.254
02Jun05,2196,3.256
03Jun05,2197,3.255
06Jun05,2198,3.255
07Jun05,2199,3.255
08Jun05,2200,3.254
09Jun05,2201,3.253
10Jun05,2202,3.252
13Jun05,2203,3.252
14Jun05,2204,3.251
15Jun05,2205,3.252
16Jun05,2206,3.251
17Jun05,2207,3.251
20Jun05,2208,3.253
21Jun05,2209,3.253
22Jun05,2210,3.253
23Jun05,2211,3.254
24Jun05,2212,3.255
27Jun05,2213,3.254
28Jun05,2214,3.254
29Jun05,2215,2.6
30Jun05,2216,3.254
01Jul05,2217,3.254
04Jul05,2218,3.252
05Jul05,2219,3.252
06Jul05,2220,3.253
07Jul05,2221,3.251
08Jul05,2222,3.25
11Jul05,2223,3.252
12Jul05,2224,3.251
13Jul05,2225,3.252
14Jul05,2226,3.253
15Jul05,2227,3.253
18Jul05,2228,3.254
19Jul05,2229,3.253
20Jul05,2230,3.254
21Jul05,2231,3.253
22Jul05,2232,3.253
25Jul05,2233,3.253
26Jul05,2234,3.255
27Jul05,2235,3.255
28Jul05,2236,2.6
29Jul05,2237,2.6
01Ago05,2238,3.254
02Ago05,2239,3.254
03Ago05,2240,3.254
04Ago05,2241,3.254
05Ago05,2242,3.254
08Ago05,2243,3.252
09Ago05,2244,3.252
10Ago05,2245,3.253
11Ago05,2246,3.252
12Ago05,2247,3.253
15Ago05,2248,3.254
16Ago05,2249,3.253
17Ago05,2250,3.254
18Ago05,2251,3.254
19Ago05,2252,3.255
22Ago05,2253,3.256
23Ago05,2254,3.256
24Ago05,2255,3.258
25Ago05,2256,3.261
26Ago05,2257,3.269
29Ago05,2258,3.286
30Ago05,2259,2.6
31Ago05,2260,3.286
01Set05,2261,3.279
02Set05,2262,3.297
05Set05,2263,3.322
06Set05,2264,3.321
07Set05,2265,3.297
08Set05,2266,3.299
09Set05,2267,3.292
12Set05,2268,3.285
13Set05,2269,3.29
14Set05,2270,3.29
15Set05,2271,3.295
16Set05,2272,3.296
19Set05,2273,3.304
20Set05,2274,3.302
21Set05,2275,3.305
22Set05,2276,3.321
23Set05,2277,3.321
26Set05,2278,3.32
27Set05,2279,3.321
28Set05,2280,3.333
29Set05,2281,3.35
30Set05,2282,3.345
03Oct05,2283,3.351
04Oct05,2284,3.351
05Oct05,2285,3.361
06Oct05,2286,3.368
07Oct05,2287,3.387
10Oct05,2288,3.366
11Oct05,2289,3.378
12Oct05,2290,3.395
13Oct05,2291,3.393
14Oct05,2292,3.392
17Oct05,2293,3.383
18Oct05,2294,3.388
19Oct05,2295,3.394
20Oct05,2296,3.394
21Oct05,2297,3.392
24Oct05,2298,3.393
25Oct05,2299,3.393
26Oct05,2300,3.391
27Oct05,2301,3.388
28Oct05,2302,3.382
31Oct05,2303,3.38
01Nov05,2304,2.6
02Nov05,2305,3.369
03Nov05,2306,3.361
04Nov05,2307,3.359
07Nov05,2308,3.359
08Nov05,2309,3.357
09Nov05,2310,3.363
10Nov05,2311,3.362
11Nov05,2312,3.359
14Nov05,2313,3.362
15Nov05,2314,3.364
16Nov05,2315,3.363
17Nov05,2316,3.366
18Nov05,2317,3.379
21Nov05,2318,3.384
22Nov05,2319,3.392
23Nov05,2320,3.389
24Nov05,2321,3.396
25Nov05,2322,3.397
28Nov05,2323,3.41
29Nov05,2324,3.414
30Nov05,2325,3.412
01Dic05,2326,3.417
02Dic05,2327,3.408
05Dic05,2328,3.412
06Dic05,2329,3.412
07Dic05,2330,3.412
08Dic05,2331,2.6
09Dic05,2332,3.41
12Dic05,2333,3.433
13Dic05,2334,3.441
14Dic05,2335,3.441
15Dic05,2336,3.441
16Dic05,2337,3.441
19Dic05,2338,3.439
20Dic05,2339,3.439
21Dic05,2340,3.439
22Dic05,2341,3.421
23Dic05,2342,3.411
26Dic05,2343,3.411
27Dic05,2344,3.422
28Dic05,2345,3.422
29Dic05,2346,3.428
30Dic05,2347,3.431
02Ene06,2348,3.429
03Ene06,2349,3.43
04Ene06,2350,3.438
05Ene06,2351,3.439
06Ene06,2352,3.442
09Ene06,2353,3.444
10Ene06,2354,3.444
11Ene06,2355,3.445
12Ene06,2356,3.445
13Ene06,2357,3.452
16Ene06,2358,3.443
17Ene06,2359,3.426
18Ene06,2360,3.386
19Ene06,2361,3.357
20Ene06,2362,3.357
23Ene06,2363,3.358
24Ene06,2364,3.336
25Ene06,2365,3.344
26Ene06,2366,3.321
27Ene06,2367,3.317
30Ene06,2368,3.307
31Ene06,2369,3.314
01Feb06,2370,3.31
02Feb06,2371,3.314
03Feb06,2372,3.301
06Feb06,2373,3.293
07Feb06,2374,3.289
08Feb06,2375,3.281
09Feb06,2376,3.287
10Feb06,2377,3.291
13Feb06,2378,3.288
14Feb06,2379,3.289
15Feb06,2380,3.289
16Feb06,2381,3.285
17Feb06,2382,3.284
20Feb06,2383,3.287
21Feb06,2384,3.282
22Feb06,2385,3.28
23Feb06,2386,3.282
24Feb06,2387,3.282
27Feb06,2388,3.285
28Feb06,2389,3.293
01Mar06,2390,3.306
02Mar06,2391,3.335
03Mar06,2392,3.329
06Mar06,2393,3.331
07Mar06,2394,3.333
08Mar06,2395,3.34
09Mar06,2396,3.329
10Mar06,2397,3.331
13Mar06,2398,3.347
14Mar06,2399,3.341
15Mar06,2400,3.335
16Mar06,2401,3.326
17Mar06,2402,3.327
20Mar06,2403,3.352
21Mar06,2404,3.35
22Mar06,2405,3.344
23Mar06,2406,3.36
24Mar06,2407,3.373
27Mar06,2408,3.357
28Mar06,2409,3.347
29Mar06,2410,3.324
30Mar06,2411,3.351
31Mar06,2412,3.358
03Abr06,2413,3.361
04Abr06,2414,3.361
05Abr06,2415,3.373
06Abr06,2416,3.364
07Abr06,2417,3.367
10Abr06,2418,3.323
11Abr06,2419,3.351
12Abr06,2420,3.329
13Abr06,2421,2.6
14Abr06,2422,2.6
17Abr06,2423,3.315
18Abr06,2424,3.309
19Abr06,2425,3.312
20Abr06,2426,3.316
21Abr06,2427,3.313
24Abr06,2428,3.318
25Abr06,2429,3.318
26Abr06,2430,3.317
27Abr06,2431,3.322
28Abr06,2432,3.312
01May06,2433,2.6
02May06,2434,3.303
03May06,2435,3.305
04May06,2436,3.297
05May06,2437,3.292
08May06,2438,3.291
09May06,2439,3.28
10May06,2440,3.282
11May06,2441,3.28
12May06,2442,3.28
15May06,2443,3.276
16May06,2444,3.273
17May06,2445,3.262
18May06,2446,3.261
19May06,2447,3.262
22May06,2448,3.268
23May06,2449,3.265
24May06,2450,3.268
25May06,2451,3.266
26May06,2452,3.271
29May06,2453,3.286
30May06,2454,3.298
31May06,2455,3.2933
01Jun06,2456,3.2786
02Jun06,2457,3.272
05Jun06,2458,3.256
06Jun06,2459,3.257
07Jun06,2460,3.262
08Jun06,2461,3.267
09Jun06,2462,3.261
12Jun06,2463,3.262
13Jun06,2464,3.263
14Jun06,2465,3.264
15Jun06,2466,3.264
16Jun06,2467,3.264
19Jun06,2468,3.264
20Jun06,2469,3.265
21Jun06,2470,3.264
22Jun06,2471,3.264
23Jun06,2472,3.269
26Jun06,2473,3.268
27Jun06,2474,3.268
28Jun06,2475,3.265
29Jun06,2476,2.6
30Jun06,2477,3.26
03Jul06,2478,3.26
04Jul06,2479,3.258
05Jul06,2480,3.257
06Jul06,2481,3.249
07Jul06,2482,3.24
10Jul06,2483,3.239
11Jul06,2484,3.24
12Jul06,2485,3.24
13Jul06,2486,3.24
14Jul06,2487,3.24
17Jul06,2488,3.24
18Jul06,2489,3.241
19Jul06,2490,3.242
20Jul06,2491,3.24
21Jul06,2492,3.241
24Jul06,2493,3.242
25Jul06,2494,3.24
26Jul06,2495,3.241
27Jul06,2496,3.242
28Jul06,2497,2.6
31Jul06,2498,3.242
01Ago06,2499,3.242
02Ago06,2500,3.243
03Ago06,2501,3.243
04Ago06,2502,3.241
07Ago06,2503,3.239
08Ago06,2504,3.229
09Ago06,2505,3.23
10Ago06,2506,3.229
11Ago06,2507,3.228
14Ago06,2508,3.229
15Ago06,2509,3.228
16Ago06,2510,3.226
17Ago06,2511,3.226
18Ago06,2512,3.227
21Ago06,2513,3.23
22Ago06,2514,3.234
23Ago06,2515,3.234
24Ago06,2516,3.236
25Ago06,2517,3.24
28Ago06,2518,3.244
29Ago06,2519,3.252
30Ago06,2520,2.6
31Ago06,2521,3.241
01Set06,2522,3.241
04Set06,2523,3.243
05Set06,2524,3.244
06Set06,2525,3.245
07Set06,2526,3.244
08Set06,2527,3.245
11Set06,2528,3.251
12Set06,2529,3.252
13Set06,2530,3.253
14Set06,2531,3.257
15Set06,2532,3.25
18Set06,2533,3.246
19Set06,2534,3.246
20Set06,2535,3.248
21Set06,2536,3.248
22Set06,2537,3.25
25Set06,2538,3.251
26Set06,2539,3.249
27Set06,2540,3.251
28Set06,2541,3.253
29Set06,2542,3.25
02Oct06,2543,3.25
03Oct06,2544,3.247
04Oct06,2545,3.249
05Oct06,2546,3.25
06Oct06,2547,3.249
09Oct06,2548,3.248
10Oct06,2549,3.245
11Oct06,2550,3.245
12Oct06,2551,3.245
13Oct06,2552,3.246
16Oct06,2553,3.245
17Oct06,2554,3.244
18Oct06,2555,3.244
19Oct06,2556,3.242
20Oct06,2557,3.233
23Oct06,2558,3.221
24Oct06,2559,3.223
25Oct06,2560,3.226
26Oct06,2561,3.228
27Oct06,2562,3.224
30Oct06,2563,3.217
31Oct06,2564,3.216
01Nov06,2565,2.6
02Nov06,2566,3.211
03Nov06,2567,3.217
06Nov06,2568,3.219
07Nov06,2569,3.218
08Nov06,2570,3.216
09Nov06,2571,3.217
10Nov06,2572,3.219
13Nov06,2573,3.219
14Nov06,2574,3.223
15Nov06,2575,3.231
16Nov06,2576,3.226
17Nov06,2577,3.227
20Nov06,2578,3.226
21Nov06,2579,3.226
22Nov06,2580,3.229
23Nov06,2581,3.226
24Nov06,2582,3.226
27Nov06,2583,3.226
28Nov06,2584,3.226
29Nov06,2585,3.223
30Nov06,2586,3.223
01Dic06,2587,3.218
04Dic06,2588,3.216
05Dic06,2589,3.213
06Dic06,2590,3.214
07Dic06,2591,3.212
08Dic06,2592,2.6
11Dic06,2593,3.209
12Dic06,2594,3.213
13Dic06,2595,3.211
14Dic06,2596,3.209
15Dic06,2597,3.204
18Dic06,2598,3.204
19Dic06,2599,3.204
20Dic06,2600,3.2
21Dic06,2601,3.198
22Dic06,2602,3.198
25Dic06,2603,2.6
26Dic06,2604,3.2
27Dic06,2605,3.197
28Dic06,2606,3.197
29Dic06,2607,3.197
01Ene07,2608,2.6
02Ene07,2609,3.193
03Ene07,2610,3.191
04Ene07,2611,3.192
05Ene07,2612,3.192
08Ene07,2613,3.192
09Ene07,2614,3.192
10Ene07,2615,3.194
11Ene07,2616,3.193
12Ene07,2617,3.191
15Ene07,2618,3.193
16Ene07,2619,3.19
17Ene07,2620,3.189
18Ene07,2621,3.188
19Ene07,2622,3.189
22Ene07,2623,3.189
23Ene07,2624,3.191
24Ene07,2625,3.194
25Ene07,2626,3.195
26Ene07,2627,3.198
29Ene07,2628,3.2
30Ene07,2629,3.202
31Ene07,2630,3.199
01Feb07,2631,3.197
02Feb07,2632,3.195
05Feb07,2633,3.195
06Feb07,2634,3.194
07Feb07,2635,3.191
08Feb07,2636,3.19
09Feb07,2637,3.192
12Feb07,2638,3.193
13Feb07,2639,3.192
14Feb07,2640,3.19
15Feb07,2641,3.189
16Feb07,2642,3.187
19Feb07,2643,3.188
20Feb07,2644,3.189
21Feb07,2645,3.189
22Feb07,2646,3.189
23Feb07,2647,3.189
26Feb07,2648,3.187
27Feb07,2649,3.189
28Feb07,2650,3.19
01Mar07,2651,3.191
02Mar07,2652,3.189
05Mar07,2653,3.189
06Mar07,2654,3.188
07Mar07,2655,3.187
08Mar07,2656,3.187
09Mar07,2657,3.187
12Mar07,2658,3.186
13Mar07,2659,3.186
14Mar07,2660,3.185
15Mar07,2661,3.185
16Mar07,2662,3.186
19Mar07,2663,3.188
20Mar07,2664,3.187
21Mar07,2665,3.187
22Mar07,2666,3.186
23Mar07,2667,3.185
26Mar07,2668,3.183
27Mar07,2669,3.182
28Mar07,2670,3.184
29Mar07,2671,3.184
30Mar07,2672,3.184
02Abr07,2673,3.183
03Abr07,2674,3.182
04Abr07,2675,3.181
05Abr07,2676,2.6
06Abr07,2677,2.6
09Abr07,2678,3.181
10Abr07,2679,3.182
11Abr07,2680,3.182
12Abr07,2681,3.181
13Abr07,2682,3.181
16Abr07,2683,3.18
17Abr07,2684,3.178
18Abr07,2685,3.178
19Abr07,2686,3.178
20Abr07,2687,3.178
23Abr07,2688,3.179
24Abr07,2689,3.177
25Abr07,2690,3.176
26Abr07,2691,3.174
27Abr07,2692,3.172
30Abr07,2693,3.172
01May07,2694,2.6
02May07,2695,3.172
03May07,2696,3.172
04May07,2697,3.166
07May07,2698,3.168
08May07,2699,3.167
09May07,2700,3.166
10May07,2701,3.168
11May07,2702,3.169
14May07,2703,3.169
15May07,2704,3.166
16May07,2705,3.165
17May07,2706,3.162
18May07,2707,3.158
21May07,2708,3.163
22May07,2709,3.164
23May07,2710,3.166
24May07,2711,3.169
25May07,2712,3.17
28May07,2713,3.173
29May07,2714,3.173
30May07,2715,3.176
31May07,2716,3.175
01Jun07,2717,3.172
04Jun07,2718,3.171
05Jun07,2719,3.169
06Jun07,2720,3.17
07Jun07,2721,3.173
08Jun07,2722,3.175
11Jun07,2723,3.171
12Jun07,2724,3.173
13Jun07,2725,3.171
14Jun07,2726,3.172
15Jun07,2727,3.169
18Jun07,2728,3.168
19Jun07,2729,3.168
20Jun07,2730,3.167
21Jun07,2731,3.169
22Jun07,2732,3.171
25Jun07,2733,3.172
26Jun07,2734,3.172
27Jun07,2735,3.171
28Jun07,2736,3.169
29Jun07,2737,2.6
02Jul07,2738,3.168
03Jul07,2739,3.167
04Jul07,2740,3.166
05Jul07,2741,3.165
06Jul07,2742,3.165
09Jul07,2743,3.164
10Jul07,2744,3.161
11Jul07,2745,3.159
12Jul07,2746,3.158
13Jul07,2747,3.158
16Jul07,2748,3.16
17Jul07,2749,3.159
18Jul07,2750,3.158
19Jul07,2751,3.158
20Jul07,2752,3.158
23Jul07,2753,3.158
24Jul07,2754,3.157
25Jul07,2755,3.159
26Jul07,2756,3.164
27Jul07,2757,3.164
30Jul07,2758,3.164
31Jul07,2759,3.161
01Ago07,2760,3.16
02Ago07,2761,3.159
03Ago07,2762,3.159
06Ago07,2763,3.158
07Ago07,2764,3.156
08Ago07,2765,3.152
09Ago07,2766,3.153
10Ago07,2767,3.149
13Ago07,2768,3.153
14Ago07,2769,3.146
15Ago07,2770,3.145
16Ago07,2771,3.166
17Ago07,2772,3.161
20Ago07,2773,3.156
21Ago07,2774,3.168
22Ago07,2775,3.166
23Ago07,2776,3.163
24Ago07,2777,3.165
27Ago07,2778,3.164
28Ago07,2779,3.166
29Ago07,2780,3.165
30Ago07,2781,2.6
31Ago07,2782,3.163
03Set07,2783,3.163
04Set07,2784,3.163
05Set07,2785,3.165
06Set07,2786,3.166
07Set07,2787,3.162
10Set07,2788,3.162
11Set07,2789,3.16
12Set07,2790,3.155
13Set07,2791,3.145
14Set07,2792,3.138
17Set07,2793,3.139
18Set07,2794,3.132
19Set07,2795,3.126
20Set07,2796,3.121
21Set07,2797,3.113
24Set07,2798,3.115
25Set07,2799,3.113
26Set07,2800,3.106
27Set07,2801,3.098
28Set07,2802,3.087
01Oct07,2803,3.065
02Oct07,2804,3.044
03Oct07,2805,3.026
04Oct07,2806,3.021
05Oct07,2807,3.021
08Oct07,2808,2.6
09Oct07,2809,3.019
10Oct07,2810,3.017
11Oct07,2811,3.012
12Oct07,2812,3.015
15Oct07,2813,3.017
16Oct07,2814,3.021
17Oct07,2815,3.018
18Oct07,2816,3.022
19Oct07,2817,3.023
22Oct07,2818,3.022
23Oct07,2819,3.019
24Oct07,2820,3.02
25Oct07,2821,3.018
26Oct07,2822,3.015
29Oct07,2823,3.012
30Oct07,2824,3.002
31Oct07,2825,2.998
01Nov07,2826,2.6
02Nov07,2827,3
05Nov07,2828,3.002
06Nov07,2829,3.006
07Nov07,2830,3.005
08Nov07,2831,3.003
09Nov07,2832,2.995
12Nov07,2833,2.994
13Nov07,2834,2.992
14Nov07,2835,2.997
15Nov07,2836,2.997
16Nov07,2837,2.997
19Nov07,2838,2.999
20Nov07,2839,2.999
21Nov07,2840,3.005
22Nov07,2841,3.004
23Nov07,2842,3.008
26Nov07,2843,3.016
27Nov07,2844,3.013
28Nov07,2845,3.001
29Nov07,2846,3.001
30Nov07,2847,3
03Dic07,2848,2.999
04Dic07,2849,3.001
05Dic07,2850,2.99
06Dic07,2851,2.982
07Dic07,2852,2.974
10Dic07,2853,2.974
11Dic07,2854,2.968
12Dic07,2855,2.97
13Dic07,2856,2.975
14Dic07,2857,2.976
17Dic07,2858,2.976
18Dic07,2859,2.978
19Dic07,2860,2.975
20Dic07,2861,2.976
21Dic07,2862,2.977
24Dic07,2863,2.981
25Dic07,2864,2.6
26Dic07,2865,2.98
27Dic07,2866,2.989
28Dic07,2867,2.994
31Dic07,2868,2.997
01Ene08,2869,2.6
02Ene08,2870,2.983
03Ene08,2871,2.971
04Ene08,2872,2.6
07Ene08,2873,2.97
08Ene08,2874,2.962
09Ene08,2875,2.959
10Ene08,2876,2.96
11Ene08,2877,2.943
14Ene08,2878,2.926
15Ene08,2879,2.935
16Ene08,2880,2.943
17Ene08,2881,2.959
18Ene08,2882,2.947
21Ene08,2883,2.968
22Ene08,2884,2.958
23Ene08,2885,2.952
24Ene08,2886,2.94
25Ene08,2887,2.935
28Ene08,2888,2.937
29Ene08,2889,2.935
30Ene08,2890,2.936
31Ene08,2891,2.934
01Feb08,2892,2.932
04Feb08,2893,2.929
05Feb08,2894,2.927
06Feb08,2895,2.923
07Feb08,2896,2.92
08Feb08,2897,2.91
11Feb08,2898,2.911
12Feb08,2899,2.907
13Feb08,2900,2.902
14Feb08,2901,2.9
15Feb08,2902,2.905
18Feb08,2903,2.905
19Feb08,2904,2.9
20Feb08,2905,2.9
21Feb08,2906,2.899
22Feb08,2907,2.898
25Feb08,2908,2.898
26Feb08,2909,2.895
27Feb08,2910,2.893
28Feb08,2911,2.891
29Feb08,2912,2.887
03Mar08,2913,2.885
04Mar08,2914,2.88
05Mar08,2915,2.872
06Mar08,2916,2.857
07Mar08,2917,2.843
10Mar08,2918,2.827
11Mar08,2919,2.811
12Mar08,2920,2.814
13Mar08,2921,2.814
14Mar08,2922,2.81
17Mar08,2923,2.812
18Mar08,2924,2.809
19Mar08,2925,2.796
20Mar08,2926,2.6
21Mar08,2927,2.6
24Mar08,2928,2.796
25Mar08,2929,2.786
26Mar08,2930,2.774
27Mar08,2931,2.755
28Mar08,2932,2.739
31Mar08,2933,2.746
01Abr08,2934,2.735
02Abr08,2935,2.723
03Abr08,2936,2.699
04Abr08,2937,2.693
07Abr08,2938,2.695
08Abr08,2939,2.694
09Abr08,2940,2.698
10Abr08,2941,2.712
11Abr08,2942,2.742
14Abr08,2943,2.728
15Abr08,2944,2.712
16Abr08,2945,2.705
17Abr08,2946,2.71
18Abr08,2947,2.724
21Abr08,2948,2.772
22Abr08,2949,2.824
23Abr08,2950,2.793
24Abr08,2951,2.783
25Abr08,2952,2.816
28Abr08,2953,2.836
29Abr08,2954,2.843
30Abr08,2955,2.851
01May08,2956,2.6
02May08,2957,2.79
05May08,2958,2.787
06May08,2959,2.79
07May08,2960,2.771
08May08,2961,2.762
09May08,2962,2.757
12May08,2963,2.762
13May08,2964,2.769
14May08,2965,2.763
15May08,2966,2.6
16May08,2967,2.6
19May08,2968,2.6
20May08,2969,2.805
21May08,2970,2.804
22May08,2971,2.828
23May08,2972,2.849
26May08,2973,2.85
27May08,2974,2.862
28May08,2975,2.868
29May08,2976,2.865
30May08,2977,2.845
02Jun08,2978,2.843
03Jun08,2979,2.832
04Jun08,2980,2.816
05Jun08,2981,2.803
06Jun08,2982,2.806
09Jun08,2983,2.826
10Jun08,2984,2.862
11Jun08,2985,2.886
12Jun08,2986,2.909
13Jun08,2987,2.892
16Jun08,2988,2.891
17Jun08,2989,2.885
18Jun08,2990,2.886
19Jun08,2991,2.912
20Jun08,2992,2.931
23Jun08,2993,2.941
24Jun08,2994,2.959
25Jun08,2995,2.969
26Jun08,2996,2.966
27Jun08,2997,2.968
30Jun08,2998,2.967
01Jul08,2999,2.964
02Jul08,3000,2.96
03Jul08,3001,2.915
04Jul08,3002,2.891
07Jul08,3003,2.857
08Jul08,3004,2.822
09Jul08,3005,2.811
10Jul08,3006,2.815
11Jul08,3007,2.825
14Jul08,3008,2.824
15Jul08,3009,2.836
16Jul08,3010,2.827
17Jul08,3011,2.83
18Jul08,3012,2.846
21Jul08,3013,2.842
22Jul08,3014,2.843
23Jul08,3015,2.836
24Jul08,3016,2.831
25Jul08,3017,2.82
28Jul08,3018,2.6
29Jul08,3019,2.6
30Jul08,3020,2.823
31Jul08,3021,2.816
01Ago08,3022,2.811
04Ago08,3023,2.778
05Ago08,3024,2.785
06Ago08,3025,2.793
07Ago08,3026,2.812
08Ago08,3027,2.847
11Ago08,3028,2.886
12Ago08,3029,2.914
13Ago08,3030,2.94
14Ago08,3031,2.929
15Ago08,3032,2.946
18Ago08,3033,2.93
19Ago08,3034,2.925
20Ago08,3035,2.911
21Ago08,3036,2.899
22Ago08,3037,2.914
25Ago08,3038,2.931
26Ago08,3039,2.947
27Ago08,3040,2.955
28Ago08,3041,2.956
29Ago08,3042,2.953
01Set08,3043,2.957
02Set08,3044,2.961
03Set08,3045,2.966
